0	-8.452011	-30
1	-8.387211	-30
2	-8.351616	-30
3	-8.344528	-30
4	-8.267323	-30
5	-8.274288	-30
6	-8.23267	-30
7	-8.253429	-30
8	-8.205135	-30
9	-8.205135	-30
10	-8.19828	-30
11	-8.191433	-30
12	-8.19828	-30
13	-8.281261	-30
14	-8.281261	-30
15	-8.452011	-30
16	-8.295246	-30
17	-8.495743	-30
18	-8.267323	-30
19	-8.517769	-30
20	-8.401531	-30
21	-8.606983	-30
22	-8.45927	-30
23	-8.554726	-30
24	-8.713379	-30
25	-8.562153	-30
26	-8.591991	-30
27	-8.744247	-30
28	-8.830261	-30
29	-8.690365	-30
30	-8.790958	-30
31	-8.830261	-30
32	-9.065331	-30
33	-9.17487	-30
34	-9.976563	-30
35	-10.19641	-30
36	-10.21792	-30
37	-10.23954	-30
38	-10.69561	-30
39	-11.28543	-30
40	-11.45311	-30
41	-11.25809	-30
42	-11.21739	-30
43	-11.48169	-30
44	-11.87094	-30
45	-11.48169	-30
46	-11.80878	-30
47	-12.19552	-30
48	-12.06282	-30
49	-12.5458	-30
50	-12.77011	-30
51	-13.04707	-30
52	-13.21351	-30
53	-13.45314	-30
54	-13.54361	-30
55	-14.00076	-30
56	-14.5111	-30
57	-14.5111	-30
58	-14.83624	-30
59	-15.05649	-30
60	-14.99242	-30
61	-15.08888	-30
62	-15.12151	-30
63	-15.35706	-30
64	-15.67992	-30
65	-15.79309	-30
66	-16.19321	-30
67	-16.63413	-30
68	-16.54227	-30
69	-16.27787	-30
70	-16.63413	-30
71	-16.87273	-30
72	-17.50598	-30
73	-17.80022	-30
74	-17.56323	-30
75	-17.62125	-30
76	-17.86158	-30
77	-17.80022	-30
78	-17.68008	-30
79	-17.86158	-30
80	-18.31781	-30
81	-18.45769	-30
82	-18.60235	-30
83	-18.98727	-30
84	-19.15165	-30
85	-19.68732	-30
86	-20.30193	-30
87	-20.64712	-30
88	-21.15748	-30
89	-21.5868	-30
90	-22.24023	-30
91	-22.42152	-30
92	-22.81062	-30
93	-23.02032	-30
94	-22.61136	-30
95	-23.02032	-30
96	-23.24164	-30
97	-24.27614	-30
98	-24.58369	-30
99	-24.58369	-30
100	-24.27614	-30
101	-25.28295	-30
102	-24.27614	-30
103	-24.27614	-30
104	-23.72511	-30
105	-23.72511	-30
106	-22.81062	-30
107	-22.61136	-30
108	-23.02032	-30
109	-21.29564	-30
110	-20.52883	-30
111	-19.88228	-30
112	-20.19298	-30
113	-19.59315	-30
114	-18.75214	-30
115	-18.82907	-30
116	-18.5294	-30
117	-18.38717	-30
118	-18.11626	-30
119	-17.73973	-30
120	-17.62125	-30
121	-17.50598	-30
122	-17.33869	-30
123	-17.73973	-30
124	-17.86158	-30
125	-17.98701	-30
126	-18.05115	-30
127	-17.73973	-30
128	-17.68008	-30
129	-17.0225	-30
130	-16.87273	-30
131	-16.92208	-30
132	-17.23069	-30
133	-17.28435	-30
134	-17.17768	-30
135	-16.72799	-30
136	-16.32083	-30
137	-15.94874	-30
138	-15.75504	-30
139	-15.4976	-30
140	-15.32262	-30
141	-14.7753	-30
142	-14.74514	-30
143	-14.56845	-30
144	-14.18195	-30
145	-13.87577	-30
146	-13.68291	-30
147	-13.54361	-30
148	-13.36449	-30
149	-13.27758	-30
150	-13.3426	-30
151	-13.15036	-30
152	-12.96615	-30
153	-13.06754	-30
154	-13.10875	-30
155	-12.88669	-30
156	-12.60081	-30
157	-12.17871	-30
158	-12.12867	-30
159	-12.07919	-30
160	-11.82425	-30
161	-11.65711	-30
162	-11.19046	-30
163	-11.07128	-30
164	-11.00642	-30
165	-10.75606	-30
166	-10.89201	-30
167	-10.63598	-30
168	-10.53061	-30
169	-10.4164	-30
170	-10.16433	-30
171	-10.15369	-30
172	-9.93589	-30
