0	-2.943802	-30
1	-3.047997	-30
2	-3.604313	-30
3	-3.775887	-30
4	-3.413353	-30
5	-4.026196	-30
6	-3.768288	-30
7	-4.053101	-30
8	-4.677979	-30
9	-4.64394	-30
10	-4.662476	-30
11	-4.737396	-30
12	-5.198055	-30
13	-5.233112	-30
14	-5.464272	-30
15	-5.339973	-30
16	-5.38345	-30
17	-5.743492	-30
18	-6.351673	-30
19	-6.555397	-30
20	-6.498905	-30
21	-6.744106	-30
22	-7.136551	-30
23	-7.461189	-30
24	-7.449593	-30
25	-7.578857	-30
26	-7.578857	-30
27	-7.881001	-30
28	-7.964722	-30
29	-8.387211	-30
30	-8.806641	-30
31	-8.830261	-30
32	-9.191967	-30
33	-9.502258	-30
34	-9.548405	-30
35	-9.384468	-30
36	-9.17487	-30
37	-9.776825	-30
38	-10.49604	-30
39	-10.98074	-30
40	-11.49604	-30
41	-12.07919	-30
42	-12.75098	-30
43	-13.25612	-30
44	-13.52082	-30
45	-13.58956	-30
46	-13.47558	-30
47	-13.00643	-30
48	-12.77011	-30
49	-13.06754	-30
50	-13.77829	-30
51	-13.8512	-30
52	-14.7753	-30
53	-15.22091	-30
54	-15.67992	-30
55	-15.56961	-30
56	-15.87022	-30
57	-16.23534	-30
58	-17.07361	-30
59	-17.44949	-30
60	-17.68008	-30
61	-18.18238	-30
62	-19.06866	-30
63	-19.32271	-30
64	-18.75214	-30
65	-18.75214	-30
66	-18.75214	-30
67	-19.41093	-30
68	-19.59315	-30
69	-19.78366	-30
70	-19.59315	-30
71	-10.58884	-30
72	-12.80863	-30
73	-20.30193	-30
74	-20.64712	-30
75	-20.52883	-30
76	-21.15748	-30
77	-20.89439	-30
78	-20.52883	-30
79	-20.52883	-30
80	-20.30193	-30
81	-18.75214	-30
82	-19.78366	-30
83	-18.60235	-30
84	-19.06866	-30
85	-19.32271	-30
86	-18.38717	-30
87	-17.86158	-30
88	-17.33869	-30
89	-17.86158	-30
90	-18.45769	-30
91	-17.80022	-30
92	-18.45769	-30
93	-18.98727	-30
94	-18.98727	-30
95	-19.06866	-30
96	-18.98727	-30
97	-19.23631	-30
98	-19.78366	-30
99	-19.15165	-30
100	-19.88228	-30
101	-20.30193	-30
102	-20.64712	-30
103	-20.89439	-30
104	-20.41383	-30
105	-20.41383	-30
106	-22.06674	-30
107	-21.15748	-30
108	-20.30193	-30
109	-21.02383	-30
110	-18.75214	-30
111	-18.98727	-30
112	-20.08681	-30
113	-20.52883	-30
114	-22.24023	-30
115	-23.24164	-30
116	-23.24164	-30
117	-22.81062	-30
118	-21.90038	-30
119	-21.5868	-30
120	-21.74057	-30
121	-22.42152	-30
122	-23.02032	-30
123	-24.58369	-30
124	-23.99099	-30
125	-23.72511	-30
126	-23.47601	-30
127	-22.81062	-30
128	-22.06674	-30
129	-22.24023	-30
130	-21.90038	-30
131	-22.61136	-30
132	-22.06674	-30
133	-21.90038	-30
134	-21.15748	-30
135	-21.29564	-30
136	-21.5868	-30
137	-22.42152	-30
138	-21.29564	-30
139	-21.5868	-30
140	-21.43863	-30
141	-21.90038	-30
142	-21.90038	-30
143	-21.74057	-30
144	-22.24023	-30
145	-22.81062	-30
146	-22.61136	-30
147	-21.74057	-30
148	-22.61136	-30
149	-22.24023	-30
150	-22.42152	-30
151	-21.43863	-30
152	-21.74057	-30
153	-22.61136	-30
154	-21.5868	-30
155	-22.42152	-30
156	-21.5868	-30
157	-22.06674	-30
158	-23.02032	-30
159	-22.61136	-30
160	-22.06674	-30
161	-21.02383	-30
162	-20.41383	-30
